  343   27  18    1.021E-12 1.152E-12 1.263E-12 1.402E-12 1.552E-12 1.727E-12 1.918E-12 2.119E-12 2.324E-12 2.531E-12 2.738E-12 2.945E-12 3.948E-12 4.873E-12 6.461E-12 7.783E-12 8.938E-12 9.981E-12 1.094E-11 1.139E-11 1.183E-11 1.265E-11 1.342E-11 1.870E-11 2.098E-11
  344   27  19    1.743E-12 1.966E-12 2.143E-12 2.341E-12 2.542E-12 2.770E-12 3.013E-12 3.260E-12 3.505E-12 3.746E-12 3.980E-12 4.208E-12 5.261E-12 6.178E-12 7.662E-12 8.784E-12 9.666E-12 1.039E-11 1.103E-11 1.132E-11 1.159E-11 1.212E-11 1.262E-11 1.649E-11 1.854E-11
  345   27  20    3.260E-12 3.694E-12 4.054E-12 4.481E-12 4.910E-12 5.381E-12 5.874E-12 6.372E-12 6.863E-12 7.341E-12 7.806E-12 8.255E-12 1.027E-11 1.197E-11 1.468E-11 1.687E-11 1.875E-11 2.040E-11 2.189E-11 2.257E-11 2.322E-11 2.442E-11 2.550E-11 3.219E-11 3.442E-11
  346   27  21    4.463E-12 5.059E-12 5.512E-12 5.960E-12 6.351E-12 6.754E-12 7.155E-12 7.535E-12 7.887E-12 8.210E-12 8.504E-12 8.774E-12 9.861E-12 1.069E-11 1.202E-11 1.317E-11 1.422E-11 1.522E-11 1.617E-11 1.663E-11 1.707E-11 1.793E-11 1.875E-11 2.492E-11 2.785E-11
  347   27  22    1.014E-11 1.157E-11 1.275E-11 1.405E-11 1.519E-11 1.636E-11 1.751E-11 1.863E-11 1.970E-11 2.071E-11 2.166E-11 2.255E-11 2.635E-11 2.930E-11 3.375E-11 3.709E-11 3.976E-11 4.196E-11 4.382E-11 4.464E-11 4.540E-11 4.677E-11 4.796E-11 5.441E-11 5.547E-11
  348   27  23    9.504E-12 1.082E-11 1.179E-11 1.260E-11 1.315E-11 1.362E-11 1.403E-11 1.437E-11 1.464E-11 1.485E-11 1.502E-11 1.517E-11 1.576E-11 1.647E-11 1.846E-11 2.087E-11 2.335E-11 2.574E-11 2.798E-11 2.904E-11 3.005E-11 3.196E-11 3.371E-11 4.536E-11 5.008E-11
  349   27  24    3.160E-11 3.625E-11 4.013E-11 4.378E-11 4.644E-11 4.884E-11 5.107E-11 5.311E-11 5.498E-11 5.667E-11 5.821E-11 5.961E-11 6.507E-11 6.883E-11 7.370E-11 7.673E-11 7.882E-11 8.036E-11 8.155E-11 8.206E-11 8.252E-11 8.333E-11 8.401E-11 8.704E-11 8.516E-11
  350   27  25    2.292E-11 2.620E-11 2.881E-11 3.075E-11 3.188E-11 3.277E-11 3.351E-11 3.412E-11 3.466E-11 3.517E-11 3.568E-11 3.621E-11 3.948E-11 4.363E-11 5.283E-11 6.159E-11 6.934E-11 7.609E-11 8.199E-11 8.466E-11 8.718E-11 9.181E-11 9.595E-11 1.210E-10 1.284E-10
  351   27  26    9.773E-11 1.148E-10 1.289E-10 1.380E-10 1.415E-10 1.433E-10 1.444E-10 1.451E-10 1.455E-10 1.458E-10 1.458E-10 1.458E-10 1.446E-10 1.428E-10 1.395E-10 1.370E-10 1.351E-10 1.338E-10 1.328E-10 1.325E-10 1.322E-10 1.318E-10 1.315E-10 1.296E-10 1.234E-10
  352   28   1    1.852E-19 1.996E-19 2.150E-19 2.445E-19 2.843E-19 3.378E-19 4.108E-19 5.114E-19 6.494E-19 8.370E-19 1.090E-18 1.427E-18 5.450E-18 1.841E-17 1.267E-16 5.013E-16 1.364E-15 2.882E-15 5.119E-15 6.503E-15 8.054E-15 1.161E-14 1.568E-14 6.424E-14 9.916E-14
  353   28   2    8.614E-19 9.296E-19 1.002E-18 1.139E-18 1.321E-18 1.564E-18 1.892E-18 2.341E-18 2.950E-18 3.770E-18 4.862E-18 6.305E-18 2.288E-17 7.362E-17 4.697E-16 1.764E-15 4.627E-15 9.528E-15 1.662E-14 2.096E-14 2.580E-14 3.682E-14 4.936E-14 1.969E-13 3.027E-13
  354   28   3    2.816E-18 3.045E-18 3.286E-18 3.729E-18 4.314E-18 5.083E-18 6.112E-18 7.499E-18 9.359E-18 1.183E-17 1.507E-17 1.930E-17 6.536E-17 1.966E-16 1.121E-15 3.880E-15 9.591E-15 1.893E-14 3.201E-14 3.989E-14 4.858E-14 6.813E-14 9.006E-14 3.391E-13 5.138E-13
  355   28   4    8.451E-18 9.160E-18 9.896E-18 1.122E-17 1.293E-17 1.517E-17 1.812E-17 2.205E-17 2.725E-17 3.406E-17 4.288E-17 5.420E-17 1.713E-16 4.810E-16 2.441E-15 7.729E-15 1.787E-14 3.353E-14 5.462E-14 6.702E-14 8.053E-14 1.104E-13 1.434E-13 5.037E-13 7.517E-13
  356   28   5    2.388E-17 2.594E-17 2.806E-17 3.177E-17 3.652E-17 4.264E-17 5.062E-17 6.112E-17 7.482E-17 9.252E-17 1.151E-16 1.437E-16 4.248E-16 1.115E-15 5.037E-15 1.459E-14 3.152E-14 5.619E-14 8.798E-14 1.062E-13 1.257E-13 1.681E-13 2.139E-13 6.868E-13 1.002E-12
  357   28   6    6.445E-17 7.018E-17 7.600E-17 8.593E-17 9.847E-17 1.144E-16 1.350E-16 1.617E-16 1.961E-16 2.400E-16 2.952E-16 3.641E-16 1.009E-15 2.483E-15 1.005E-14 2.678E-14 5.427E-14 9.208E-14 1.387E-13 1.647E-13 1.922E-13 2.508E-13 3.128E-13 9.226E-13 1.316E-12
  358   28   7    1.660E-16 1.812E-16 1.965E-16 2.220E-16 2.536E-16 2.933E-16 3.440E-16 4.089E-16 4.914E-16 5.952E-16 7.242E-16 8.826E-16 2.294E-15 5.296E-15 1.920E-14 4.705E-14 8.954E-14 1.448E-13 2.099E-13 2.453E-13 2.821E-13 3.588E-13 4.380E-13 1.171E-12 1.632E-12
  359   28   8    4.143E-16 4.533E-16 4.921E-16 5.550E-16 6.319E-16 7.274E-16 8.477E-16 9.998E-16 1.191E-15 1.428E-15 1.718E-15 2.069E-15 5.060E-15 1.100E-14 3.603E-14 8.183E-14 1.472E-13 2.279E-13 3.193E-13 3.679E-13 4.177E-13 5.197E-13 6.232E-13 1.534E-12 2.079E-12
  360   28   9    9.877E-16 1.083E-15 1.178E-15 1.327E-15 1.506E-15 1.726E-15 2.000E-15 2.341E-15 2.763E-15 3.280E-15 3.905E-15 4.650E-15 1.069E-14 2.184E-14 6.427E-14 1.347E-13 2.283E-13 3.379E-13 4.570E-13 5.185E-13 5.807E-13 7.056E-13 8.295E-13 1.865E-12 2.488E-12
  361   28  10    2.307E-15 2.537E-15 2.762E-15 3.107E-15 3.513E-15 4.006E-15 4.610E-15 5.354E-15 6.263E-15 7.360E-15 8.668E-15 1.021E-14 2.214E-14 4.281E-14 1.149E-13 2.251E-13 3.632E-13 5.180E-13 6.809E-13 7.634E-13 8.460E-13 1.010E-12 1.169E-12 2.441E-12 3.149E-12
  362   28  11    5.114E-15 5.639E-15 6.148E-15 6.911E-15 7.792E-15 8.846E-15 1.012E-14 1.167E-14 1.353E-14 1.575E-14 1.835E-14 2.137E-14 4.363E-14 7.941E-14 1.919E-13 3.476E-13 5.289E-13 7.217E-13 9.169E-13 1.014E-12 1.109E-12 1.295E-12 1.474E-12 2.876E-12 3.703E-12
  363   28  12    1.128E-14 1.247E-14 1.361E-14 1.527E-14 1.714E-14 1.935E-14 2.198E-14 2.514E-14 2.888E-14 3.328E-14 3.837E-14 4.420E-14 8.544E-14 1.480E-13 3.307E-13 5.666E-13 8.280E-13 1.096E-12 1.360E-12 1.489E-12 1.615E-12 1.857E-12 2.086E-12 3.768E-12 4.650E-12
  364   28  13    2.324E-14 2.577E-14 2.818E-14 3.161E-14 3.540E-14 3.980E-14 4.497E-14 5.106E-14 5.817E-14 6.639E-14 7.577E-14 8.632E-14 1.572E-13 2.566E-13 5.183E-13 8.229E-13 1.137E-12 1.443E-12 1.735E-12 1.875E-12 2.010E-12 2.270E-12 2.516E-12 4.405E-12 5.516E-12
  365   28  14    4.866E-14 5.410E-14 5.923E-14 6.624E-14 7.378E-14 8.239E-14 9.236E-14 1.039E-13 1.173E-13 1.325E-13 1.496E-13 1.687E-13 2.918E-13 4.561E-13 8.650E-13 1.317E-12 1.764E-12 2.186E-12 2.577E-12 2.761E-12 2.937E-12 3.267E-12 3.571E-12 5.667E-12 6.727E-12
  366   28  15    9.322E-14 1.040E-13 1.141E-13 1.277E-13 1.420E-13 1.581E-13 1.764E-13 1.973E-13 2.209E-13 2.473E-13 2.765E-13 3.083E-13 5.031E-13 7.420E-13 1.277E-12 1.813E-12 2.314E-12 2.773E-12 3.194E-12 3.393E-12 3.584E-12 3.948E-12 4.289E-12 6.927E-12 8.428E-12
  367   28  16    1.855E-13 2.076E-13 2.280E-13 2.540E-13 2.804E-13 3.095E-13 3.420E-13 3.785E-13 4.193E-13 4.643E-13 5.134E-13 5.664E-13 8.802E-13 1.250E-12 2.043E-12 2.800E-12 3.477E-12 4.068E-12 4.586E-12 4.822E-12 5.043E-12 5.450E-12 5.817E-12 8.289E-12 9.537E-12
  368   28  17    3.325E-13 3.732E-13 4.111E-13 4.594E-13 5.076E-13 5.596E-13 6.165E-13 6.790E-13 7.473E-13 8.211E-13 9.000E-13 9.835E-13 1.448E-12 1.948E-12 2.917E-12 3.780E-12 4.540E-12 5.223E-12 5.848E-12 6.143E-12 6.428E-12 6.971E-12 7.484E-12 1.134E-11 1.332E-11
  369   28  18    6.226E-13 7.009E-13 7.723E-13 8.565E-13 9.359E-13 1.020E-12 1.109E-12 1.206E-12 1.310E-12 1.421E-12 1.538E-12 1.660E-12 2.322E-12 3.010E-12 4.290E-12 5.352E-12 6.210E-12 6.912E-12 7.500E-12 7.762E-12 8.008E-12 8.456E-12 8.861E-12 1.173E-11 1.325E-11
  370   28  19    1.074E-12 1.214E-12 1.343E-12 1.499E-12 1.645E-12 1.796E-12 1.955E-12 2.122E-12 2.297E-12 2.480E-12 2.669E-12 2.862E-12 3.847E-12 4.790E-12 6.428E-12 7.789E-12 8.971E-12 1.004E-11 1.102E-11 1.149E-11 1.193E-11 1.279E-11 1.358E-11 1.913E-11 2.155E-11
  371   28  20    1.815E-12 2.057E-12 2.274E-12 2.507E-12 2.706E-12 2.903E-12 3.103E-12 3.308E-12 3.518E-12 3.733E-12 3.950E-12 4.168E-12 5.243E-12 6.227E-12 7.836E-12 9.029E-12 9.937E-12 1.067E-11 1.128E-11 1.157E-11 1.183E-11 1.233E-11 1.280E-11 1.649E-11 1.849E-11
  372   28  21    3.265E-12 3.713E-12 4.129E-12 4.601E-12 5.014E-12 5.421E-12 5.828E-12 6.239E-12 6.653E-12 7.069E-12 7.485E-12 7.898E-12 9.855E-12 1.157E-11 1.439E-11 1.668E-11 1.864E-11 2.037E-11 2.192E-11 2.264E-11 2.332E-11 2.458E-11 2.573E-11 3.281E-11 3.519E-11
  373   28  22    4.494E-12 5.126E-12 5.683E-12 6.216E-12 6.607E-12 6.959E-12 7.287E-12 7.597E-12 7.893E-12 8.174E-12 8.443E-12 8.700E-12 9.828E-12 1.075E-11 1.223E-11 1.343E-11 1.449E-11 1.546E-11 1.636E-11 1.680E-11 1.722E-11 1.803E-11 1.881E-11 2.476E-11 2.771E-11
  374   28  23    9.844E-12 1.126E-11 1.259E-11 1.398E-11 1.508E-11 1.611E-11 1.708E-11 1.802E-11 1.894E-11 1.982E-11 2.068E-11 2.151E-11 2.523E-11 2.828E-11 3.301E-11 3.660E-11 3.948E-11 4.186E-11 4.386E-11 4.475E-11 4.557E-11 4.704E-11 4.833E-11 5.528E-11 5.648E-11
  375   28  24    9.366E-12 1.074E-11 1.195E-11 1.294E-11 1.351E-11 1.394E-11 1.428E-11 1.454E-11 1.475E-11 1.492E-11 1.506E-11 1.518E-11 1.573E-11 1.642E-11 1.834E-11 2.066E-11 2.306E-11 2.540E-11 2.759E-11 2.863E-11 2.963E-11 3.151E-11 3.324E-11 4.494E-11 4.985E-11
  376   28  25    3.042E-11 3.505E-11 3.934E-11 4.331E-11 4.596E-11 4.818E-11 5.016E-11 5.196E-11 5.363E-11 5.518E-11 5.662E-11 5.797E-11 6.353E-11 6.762E-11 7.316E-11 7.668E-11 7.911E-11 8.089E-11 8.225E-11 8.282E-11 8.334E-11 8.424E-11 8.500E-11 8.825E-11 8.633E-11
  377   28  26    2.198E-11 2.536E-11 2.847E-11 3.077E-11 3.192E-11 3.275E-11 3.339E-11 3.389E-11 3.432E-11 3.471E-11 3.510E-11 3.552E-11 3.820E-11 4.185E-11 5.038E-11 5.886E-11 6.656E-11 7.339E-11 7.941E-11 8.216E-11 8.476E-11 8.953E-11 9.382E-11 1.200E-10 1.281E-10
  378   28  27    9.652E-11 1.135E-10 1.286E-10 1.388E-10 1.427E-10 1.448E-10 1.462E-10 1.471E-10 1.477E-10 1.481E-10 1.483E-10 1.484E-10 1.478E-10 1.465E-10 1.436E-10 1.411E-10 1.391E-10 1.376E-10 1.364E-10 1.359E-10 1.355E-10 1.349E-10 1.344E-10 1.312E-10 1.242E-10
  379   29   1    8.980E-20 9.747E-20 1.055E-19 1.197E-19 1.381E-19 1.624E-19 1.959E-19 2.424E-19 3.068E-19 3.950E-19 5.143E-19 6.743E-19 2.621E-18 9.409E-18 7.265E-17 3.059E-16 8.705E-16 1.907E-15 3.487E-15 4.486E-15 5.619E-15 8.264E-15 1.136E-14 5.102E-14 8.169E-14
  380   29   2    4.174E-19 4.538E-19 4.914E-19 5.573E-19 6.416E-19 7.526E-19 9.037E-19 1.112E-18 1.398E-18 1.785E-18 2.304E-18 2.992E-18 1.107E-17 3.780E-17 2.705E-16 1.082E-15 2.968E-15 6.333E-15 1.137E-14 1.452E-14 1.807E-14 2.631E-14 3.587E-14 1.559E-13 2.469E-13
  381   29   3    1.366E-18 1.488E-18 1.613E-18 1.828E-18 2.099E-18 2.452E-18 2.927E-18 3.575E-18 4.452E-18 5.627E-18 7.180E-18 9.212E-18 3.189E-17 1.017E-16 6.516E-16 2.410E-15 6.231E-15 1.272E-14 2.211E-14 2.787E-14 3.431E-14 4.902E-14 6.585E-14 2.709E-13 4.250E-13
  382   29   4    4.100E-18 4.476E-18 4.856E-18 5.498E-18 6.298E-18 7.329E-18 8.701E-18 1.055E-17 1.302E-17 1.628E-17 2.054E-17 2.604E-17 8.431E-17 2.504E-16 1.427E-15 4.841E-15 1.171E-14 2.273E-14 3.802E-14 4.718E-14 5.727E-14 7.994E-14 1.054E-13 3.997E-13 6.132E-13
  383   29   5    1.163E-17 1.272E-17 1.382E-17 1.563E-17 1.785E-17 2.069E-17 2.443E-17 2.940E-17 3.596E-17 4.452E-17 5.555E-17 6.959E-17 2.113E-16 5.862E-16 2.978E-15 9.287E-15 2.104E-14 3.878E-14 6.228E-14 7.600E-14 9.088E-14 1.237E-13 1.597E-13 5.563E-13 8.370E-13
  384   29   6    3.137E-17 3.440E-17 3.741E-17 4.227E-17 4.816E-17 5.561E-17 6.529E-17 7.801E-17 9.461E-17 1.160E-16 1.432E-16 1.773E-16 5.058E-16 1.313E-15 5.953E-15 1.708E-14 3.631E-14 6.369E-14 9.837E-14 1.180E-13 1.390E-13 1.843E-13 2.329E-13 7.330E-13 1.072E-12
  385   29   7    8.149E-17 8.955E-17 9.748E-17 1.100E-16 1.250E-16 1.437E-16 1.678E-16 1.991E-16 2.394E-16 2.906E-16 3.550E-16 4.347E-16 1.167E-15 2.842E-15 1.157E-14 3.068E-14 6.146E-14 1.029E-13 1.531E-13 1.809E-13 2.101E-13 2.717E-13 3.365E-13 9.681E-13 1.381E-12
  386   29   8    2.027E-16 2.232E-16 2.433E-16 2.743E-16 3.109E-16 3.561E-16 4.135E-16 4.872E-16 5.810E-16 6.987E-16 8.446E-16 1.023E-15 2.587E-15 5.912E-15 2.156E-14 5.283E-14 9.979E-14 1.598E-13 2.294E-13 2.668E-13 3.055E-13 3.856E-13 4.677E-13 1.216E-12 1.688E-12
  387   29   9    4.908E-16 5.419E-16 5.912E-16 6.656E-16 7.521E-16 8.577E-16 9.903E-16 1.158E-15 1.370E-15 1.632E-15 1.952E-15 2.339E-15 5.584E-15 1.203E-14 3.961E-14 9.025E-14 1.617E-13 2.486E-13 3.456E-13 3.966E-13 4.487E-13 5.545E-13 6.609E-13 1.582E-12 2.134E-12
  388   29  10    1.135E-15 1.257E-15 1.373E-15 1.544E-15 1.741E-15 1.978E-15 2.271E-15 2.639E-15 3.095E-15 3.653E-15 4.327E-15 5.129E-15 1.155E-14 2.340E-14 6.919E-14 1.458E-13 2.469E-13 3.639E-13 4.896E-13 5.540E-13 6.188E-13 7.481E-13 8.755E-13 1.927E-12 2.557E-12
  389   29  11    2.589E-15 2.873E-15 3.142E-15 3.528E-15 3.963E-15 4.481E-15 5.116E-15 5.900E-15 6.862E-15 8.024E-15 9.410E-15 1.104E-14 2.353E-14 4.515E-14 1.217E-13 2.399E-13 3.876E-13 5.517E-13 7.225E-13 8.084E-13 8.939E-13 1.062E-12 1.225E-12 2.493E-12 3.190E-12
  390   29  12    5.583E-15 6.211E-15 6.803E-15 7.636E-15 8.558E-15 9.643E-15 1.095E-14 1.254E-14 1.447E-14 1.677E-14 1.947E-14 2.260E-14 4.551E-14 8.229E-14 1.995E-13 3.637E-13 5.553E-13 7.582E-13 9.622E-13 1.063E-12 1.162E-12 1.354E-12 1.538E-12 2.978E-12 3.830E-12
  391   29  13    1.208E-14 1.348E-14 1.477E-14 1.654E-14 1.846E-14 2.069E-14 2.335E-14 2.655E-14 3.036E-14 3.486E-14 4.008E-14 4.605E-14 8.806E-14 1.517E-13 3.400E-13 5.864E-13 8.606E-13 1.141E-12 1.415E-12 1.548E-12 1.677E-12 1.924E-12 2.156E-12 3.805E-12 4.645E-12
  392   29  14    2.424E-14 2.711E-14 2.978E-14 3.336E-14 3.717E-14 4.153E-14 4.663E-14 5.267E-14 5.977E-14 6.801E-14 7.742E-14 8.803E-14 1.590E-13 2.586E-13 5.236E-13 8.370E-13 1.163E-12 1.481E-12 1.785E-12 1.930E-12 2.072E-12 2.342E-12 2.598E-12 4.591E-12 5.778E-12
  393   29  15    5.014E-14 5.623E-14 6.181E-14 6.899E-14 7.645E-14 8.487E-14 9.460E-14 1.060E-13 1.192E-13 1.343E-13 1.514E-13 1.704E-13 2.933E-13 4.574E-13 8.698E-13 1.332E-12 1.795E-12 2.231E-12 2.634E-12 2.822E-12 3.001E-12 3.335E-12 3.640E-12 5.654E-12 6.624E-12
  394   29  16    9.337E-14 1.050E-13 1.157E-13 1.294E-13 1.433E-13 1.588E-13 1.763E-13 1.963E-13 2.192E-13 2.449E-13 2.734E-13 3.046E-13 4.957E-13 7.302E-13 1.261E-12 1.803E-12 2.318E-12 2.794E-12 3.235E-12 3.443E-12 3.645E-12 4.030E-12 4.393E-12 7.258E-12 8.915E-12
  395   29  17    1.854E-13 2.091E-13 2.305E-13 2.563E-13 2.817E-13 3.094E-13 3.403E-13 3.753E-13 4.147E-13 4.585E-13 5.066E-13 5.587E-13 8.683E-13 1.234E-12 2.024E-12 2.792E-12 3.484E-12 4.093E-12 4.623E-12 4.863E-12 5.088E-12 5.498E-12 5.862E-12 8.196E-12 9.304E-12
  396   29  18    3.215E-13 3.638E-13 4.023E-13 4.491E-13 4.947E-13 5.434E-13 5.965E-13 6.551E-13 7.196E-13 7.899E-13 8.653E-13 9.454E-13 1.394E-12 1.878E-12 2.828E-12 3.694E-12 4.476E-12 5.191E-12 5.853E-12 6.168E-12 6.473E-12 7.059E-12 7.614E-12 1.185E-11 1.405E-11
  397   29  19    6.090E-13 6.911E-13 7.639E-13 8.456E-13 9.206E-13 9.986E-13 1.082E-12 1.173E-12 1.272E-12 1.379E-12 1.492E-12 1.611E-12 2.263E-12 2.944E-12 4.221E-12 5.295E-12 6.172E-12 6.892E-12 7.495E-12 7.762E-12 8.010E-12 8.462E-12 8.864E-12 1.160E-11 1.298E-11
  398   29  20    1.009E-12 1.149E-12 1.275E-12 1.422E-12 1.558E-12 1.697E-12 1.843E-12 1.997E-12 2.160E-12 2.331E-12 2.509E-12 2.692E-12 3.632E-12 4.539E-12 6.143E-12 7.520E-12 8.753E-12 9.888E-12 1.094E-11 1.145E-11 1.193E-11 1.286E-11 1.372E-11 1.976E-11 2.236E-11
  399   29  21    1.759E-12 2.008E-12 2.226E-12 2.450E-12 2.636E-12 2.817E-12 3.001E-12 3.190E-12 3.388E-12 3.593E-12 3.803E-12 4.017E-12 5.085E-12 6.075E-12 7.701E-12 8.920E-12 9.858E-12 1.062E-11 1.126E-11 1.155E-11 1.183E-11 1.234E-11 1.283E-11 1.655E-11 1.850E-11
  400   29  22    3.007E-12 3.443E-12 3.839E-12 4.275E-12 4.655E-12 5.027E-12 5.400E-12 5.778E-12 6.162E-12 6.550E-12 6.940E-12 7.330E-12 9.197E-12 1.086E-11 1.365E-11 1.600E-11 1.808E-11 1.995E-11 2.163E-11 2.241E-11 2.315E-11 2.451E-11 2.575E-11 3.321E-11 3.560E-11
  401   29  23    4.375E-12 5.026E-12 5.585E-12 6.098E-12 6.466E-12 6.785E-12 7.078E-12 7.358E-12 7.629E-12 7.895E-12 8.154E-12 8.406E-12 9.552E-12 1.051E-11 1.203E-11 1.328E-11 1.440E-11 1.543E-11 1.640E-11 1.687E-11 1.733E-11 1.821E-11 1.905E-11 2.548E-11 2.852E-11
  402   29  24    9.028E-12 1.040E-11 1.164E-11 1.291E-11 1.393E-11 1.488E-11 1.578E-11 1.666E-11 1.751E-11 1.835E-11 1.917E-11 1.996E-11 2.357E-11 2.660E-11 3.142E-11 3.520E-11 3.830E-11 4.088E-11 4.306E-11 4.403E-11 4.492E-11 4.650E-11 4.787E-11 5.493E-11 5.593E-11
  403   29  25    9.289E-12 1.072E-11 1.194E-11 1.291E-11 1.345E-11 1.382E-11 1.410E-11 1.431E-11 1.448E-11 1.462E-11 1.473E-11 1.484E-11 1.538E-11 1.605E-11 1.795E-11 2.030E-11 2.279E-11 2.525E-11 2.758E-11 2.870E-11 2.977E-11 3.180E-11 3.369E-11 4.636E-11 5.145E-11
  404   29  26    2.839E-11 3.288E-11 3.694E-11 4.062E-11 4.310E-11 4.519E-11 4.706E-11 4.876E-11 5.035E-11 5.185E-11 5.326E-11 5.459E-11 6.022E-11 6.452E-11 7.054E-11 7.453E-11 7.734E-11 7.942E-11 8.102E-11 8.168E-11 8.228E-11 8.330E-11 8.415E-11 8.742E-11 8.529E-11
  405   29  27    2.184E-11 2.531E-11 2.839E-11 3.056E-11 3.160E-11 3.232E-11 3.286E-11 3.329E-11 3.365E-11 3.398E-11 3.431E-11 3.468E-11 3.716E-11 4.070E-11 4.918E-11 5.771E-11 6.550E-11 7.243E-11 7.859E-11 8.141E-11 8.407E-11 8.898E-11 9.341E-11 1.205E-10 1.286E-10
  406   29  28    9.500E-11 1.122E-10 1.272E-10 1.370E-10 1.407E-10 1.427E-10 1.439E-10 1.447E-10 1.452E-10 1.456E-10 1.458E-10 1.459E-10 1.457E-10 1.448E-10 1.428E-10 1.408E-10 1.392E-10 1.379E-10 1.369E-10 1.365E-10 1.362E-10 1.356E-10 1.352E-10 1.323E-10 1.254E-10
  407   30   1    4.043E-20 4.421E-20 4.778E-20 5.398E-20 6.278E-20 7.505E-20 9.188E-20 1.149E-19 1.464E-19 1.893E-19 2.472E-19 3.249E-19 1.289E-18 4.851E-18 4.092E-17 1.833E-16 5.506E-16 1.264E-15 2.405E-15 3.146E-15 4.002E-15 6.044E-15 8.490E-15 4.236E-14 6.984E-14
  408   30   2    1.880E-19 2.059E-19 2.228E-19 2.515E-19 2.920E-19 3.479E-19 4.241E-19 5.275E-19 6.677E-19 8.564E-19 1.109E-18 1.445E-18 5.465E-18 1.959E-17 1.535E-16 6.538E-16 1.891E-15 4.223E-15 7.871E-15 1.022E-14 1.291E-14 1.927E-14 2.685E-14 1.298E-13 2.130E-13
  409   30   3    6.159E-19 6.759E-19 7.320E-19 8.258E-19 9.562E-19 1.135E-18 1.375E-18 1.699E-18 2.132E-18 2.708E-18 3.469E-18 4.467E-18 1.584E-17 5.304E-17 3.732E-16 1.472E-15 4.009E-15 8.553E-15 1.541E-14 1.974E-14 2.465E-14 3.612E-14 4.955E-14 2.252E-13 3.633E-13
  410   30   4    1.852E-18 2.037E-18 2.209E-18 2.490E-18 2.876E-18 3.400E-18 4.098E-18 5.025E-18 6.252E-18 7.864E-18 9.966E-18 1.269E-17 4.222E-17 1.318E-16 8.275E-16 3.001E-15 7.645E-15 1.547E-14 2.678E-14 3.373E-14 4.150E-14 5.932E-14 7.981E-14 3.353E-13 5.316E-13
  411   30   5    5.259E-18 5.796E-18 6.292E-18 7.090E-18 8.168E-18 9.617E-18 1.153E-17 1.404E-17 1.732E-17 2.159E-17 2.707E-17 3.408E-17 1.066E-16 3.108E-16 1.742E-15 5.813E-15 1.386E-14 2.662E-14 4.420E-14 5.471E-14 6.628E-14 9.227E-14 1.215E-13 4.628E-13 7.143E-13
  412   30   6    1.426E-17 1.575E-17 1.711E-17 1.927E-17 2.215E-17 2.598E-17 3.097E-17 3.747E-17 4.586E-17 5.662E-17 7.030E-17 8.754E-17 2.578E-16 7.039E-16 3.534E-15 1.088E-14 2.437E-14 4.448E-14 7.093E-14 8.630E-14 1.029E-13 1.395E-13 1.797E-13 6.225E-13 9.373E-13
  413   30   7    3.702E-17 4.099E-17 4.461E-17 5.021E-17 5.757E-17 6.725E-17 7.977E-17 9.586E-17 1.164E-16 1.424E-16 1.751E-16 2.157E-16 5.989E-16 1.533E-15 6.894E-15 1.962E-14 4.135E-14 7.199E-14 1.105E-13 1.322E-13 1.554E-13 2.051E-13 2.584E-13 8.037E-13 1.173E-12
  414   30   8    9.300E-17 1.032E-16 1.124E-16 1.265E-16 1.447E-16 1.683E-16 1.986E-16 2.371E-16 2.856E-16 3.464E-16 4.217E-16 5.142E-16 1.349E-15 3.244E-15 1.312E-14 3.464E-14 6.899E-14 1.149E-13 1.701E-13 2.005E-13 2.324E-13 2.995E-13 3.699E-13 1.051E-12 1.492E-12
  415   30   9    2.245E-16 2.496E-16 2.724E-16 3.063E-16 3.495E-16 4.051E-16 4.755E-16 5.640E-16 6.742E-16 8.105E-16 9.772E-16 1.179E-15 2.922E-15 6.606E-15 2.400E-14 5.869E-14 1.105E-13 1.763E-13 2.521E-13 2.928E-13 3.347E-13 4.211E-13 5.094E-13 1.304E-12 1.801E-12
  416   30  10    5.293E-16 5.900E-16 6.447E-16 7.244E-16 8.244E-16 9.518E-16 1.111E-15 1.309E-15 1.553E-15 1.851E-15 2.210E-15 2.641E-15 6.196E-15 1.322E-14 4.341E-14 9.891E-14 1.770E-13 2.715E-13 3.767E-13 4.317E-13 4.879E-13 6.018E-13 7.160E-13 1.697E-12 2.275E-12
  417   30  11    1.194E-15 1.334E-15 1.460E-15 1.640E-15 1.862E-15 2.142E-15 2.487E-15 2.911E-15 3.427E-15 4.049E-15 4.790E-15 5.666E-15 1.258E-14 2.527E-14 7.461E-14 1.575E-13 2.669E-13 3.932E-13 5.283E-13 5.973E-13 6.665E-13 8.042E-13 9.394E-13 2.036E-12 2.684E-12
  418   30  12    2.666E-15 2.986E-15 3.272E-15 3.673E-15 4.158E-15 4.762E-15 5.499E-15 6.393E-15 7.467E-15 8.746E-15 1.025E-14 1.201E-14 2.531E-14 4.820E-14 1.297E-13 2.565E-13 4.152E-13 5.913E-13 7.743E-13 8.662E-13 9.576E-13 1.137E-12 1.311E-12 2.657E-12 3.383E-12
